elec_consumption,heat_consumption,cool_consumption,dhw_consumption
0.14124930633149485,0.0,0,1.5551724137931033
0.13812937636289666,0.0,0,1.5091954022988505
0.13996351523760164,0.0,0,1.4781609195402299
0.147762067476083,0.0,0,1.4965517241379311
0.1963096875585294,0.0,0,1.532183908045977
0.23227342052879965,0.0,0,1.6586206896551725
0.6824476476765665,0.0,0,2.1563218390804595
0.8087335902350358,77.93218390804599,0,1.6471264367816092
0.8430640117390833,74.22988505747126,0,1.5229885057471264
0.7736241437179721,69.55862068965517,0,1.4160919540229886
0.6172150113928423,63.804597701149426,0,1.3804597701149426
0.721441867612698,58.01034482758621,0,1.3494252873563217
0.9241709896928482,51.35287356321839,0,1.4011494252873564
0.9090040214297677,48.8551724137931,0,1.3482758620689657
0.9101926819582002,47.363218390804604,0,1.339080459770115
0.8112950063548258,0.0,0,1.518390804597701
0.6428652365402008,0.0,0,1.5
0.5776455613441219,0.0,0,1.5379310344827588
0.8769321635696035,0.0,0,1.764367816091954
0.8003343092967303,0.0,0,1.7793103448275862
0.6640608666548449,0.0,0,1.635632183908046
0.4685745676318484,0.0,0,1.5770114942528737
0.2608842641836128,0.0,0,1.7379310344827585
0.16249444609055652,0.0,0,1.7666666666666666
0.13377939645865014,0.0,0,1.5620689655172413
0.13718587141959268,0.0,0,1.513793103448276
0.13669231962520081,0.0,0,1.4816091954022987
0.14981396256267707,0.0,0,1.4965517241379311
0.1799126992638901,0.0,0,1.5298850574712644
0.26470834879461785,0.0,0,1.6735632183908045
0.6804827167516628,0.0,0,2.1586206896551725
0.8416648735038154,81.39655172413794,0,1.6471264367816092
0.8897213040137107,77.26666666666667,0,1.513793103448276
0.7688517251233332,71.46436781609195,0,1.4045977011494253
0.5319504597487964,65.51954022988507,0,1.3735632183908046
0.8425904801580221,60.34597701149425,0,1.3494252873563217
0.7903308120451581,51.61264367816092,0,1.3988505747126438
0.7880386593011705,50.32758620689655,0,1.3482758620689657
0.7515092944820908,51.35287356321839,0,1.3310344827586207
0.6273008557490983,0.0,0,1.524137931034483
0.45691794639691213,0.0,0,1.5160919540229885
0.4662527345834465,0.0,0,1.5310344827586209
0.663102711245399,0.0,0,1.7379310344827585
0.7503317627904872,0.0,0,1.7678160919540231
0.6342001882484649,0.0,0,1.6367816091954022
0.5134763283951735,0.0,0,1.5655172413793104
0.2453824613803804,0.0,0,1.717241379310345
0.1718230084343382,0.0,0,1.7482758620689653
0.15570715931082776,0.0,0,1.564367816091954
0.1438765242032874,0.0,0,1.589655172413793
0.14391969673065935,0.0,0,1.5471264367816093
0.15432399003031066,0.0,0,1.5022988505747126
0.19846379654688387,0.0,0,1.513793103448276
0.2519950181258762,0.0,0,1.6724137931034484
0.7217754566459408,0.0,0,1.7620689655172412
0.858855636074566,0.0,0,1.6701149425287358
1.0118457086534047,0.0,0,1.9080459770114941
0.8392602286170485,0.0,0,1.8666666666666667
0.7913792066782406,0.0,0,1.7597701149425287
1.0282273075095383,0.0,0,1.7563218390804598
0.6545501299456109,0.0,0,1.725287356321839
0.688177469983699,0.0,0,1.5632183908045978
0.6064669052854746,0.0,0,1.518390804597701
0.6200243186046878,0.0,0,1.532183908045977
0.5877260002907786,0.0,0,1.5367816091954023
0.5309189409847692,0.0,0,1.6206896551724137
0.7859797201014431,0.0,0,1.860919540229885
0.8699392648486974,0.0,0,1.7091954022988507
0.6406417246878497,0.0,0,1.603448275862069
0.5491166120202561,0.0,0,1.610344827586207
0.3594452288413391,0.0,0,1.6666666666666665
0.16721916525862338,0.0,0,1.757471264367816
0.1430286967932283,0.0,0,1.6114942528735632
0.14666146636551516,0.0,0,1.5701149425287357
0.149828521934125,0.0,0,1.542528735632184
0.14284134936233425,0.0,0,1.486206896551724
0.18431361743633057,0.0,0,1.4908045977011493
0.2558259143587446,0.0,0,1.5528735632183908
0.7617921716591395,0.0,0,1.771264367816092
0.8366910311664923,0.0,0,1.6091954022988504
0.8084046442191588,0.0,0,1.6655172413793105
0.701783771191451,0.0,0,1.8448275862068966
0.6025839820615837,0.0,0,1.913793103448276
0.9421067401956285,0.0,0,1.9494252873563218
0.9373970012624449,0.0,0,1.7850574712643676
0.7204113243682484,0.0,0,1.664367816091954
0.604247651959868,0.0,0,1.5597701149425287
0.5751308984888585,0.0,0,1.5413793103448277
0.5569480169319238,0.0,0,1.6367816091954022
0.5889727456410228,0.0,0,1.5609195402298852
0.8117578241187293,0.0,0,1.667816091954023
0.8095675954916498,0.0,0,1.720689655172414
0.6904361843132186,0.0,0,1.5620689655172413
0.5512560313469669,0.0,0,1.5758620689655172
0.3344471190313642,0.0,0,1.6068965517241378
0.183866774221263,0.0,0,1.7195402298850575
0.13702210693254155,0.0,0,1.5701149425287357
0.13607839718810769,0.0,0,1.5149425287356322
0.13480543588594512,0.0,0,1.4758620689655173
0.14993126252387232,0.0,0,1.486206896551724
0.19194447802534106,0.0,0,1.5126436781609196
0.21144883115167093,0.0,0,1.6528735632183909
0.7215855350376572,0.0,0,2.127586206896552
0.9107995150643762,84.4632183908046,0,1.6022988505747124
0.9235957945823368,79.42528735632183,0,1.4816091954022987
0.7104738889514505,72.41724137931034,0,1.3827586206896552
0.4429464520495344,65.4080459770115,0,1.3505747126436782
0.604302686248341,58.47701149425287,0,1.3344827586206898
0.4366878816200112,53.345977011494256,0,1.3827586206896552
0.5621364640275767,46.288505747126436,0,1.3333333333333333
0.6266074206659088,46.71264367816092,0,1.3160919540229885
0.6243736020725219,0.0,0,1.513793103448276
0.5653787954239766,0.0,0,1.5045977011494251
0.5107032331878577,0.0,0,1.528735632183908
0.8964402177017715,0.0,0,1.7310344827586206
0.8927072294375554,0.0,0,1.7597701149425287
0.722419098686269,0.0,0,1.6195402298850574
0.5326882078751728,0.0,0,1.5551724137931033
0.3381698819940867,0.0,0,1.6793103448275863
0.18279442025291157,0.0,0,1.7068965517241381
0.14771686386196858,0.0,0,1.5367816091954023
0.13955573419184591,0.0,0,1.4781609195402299
0.13539553316844039,0.0,0,1.4356321839080461
0.1587942703664346,0.0,0,1.439080459770115
0.19702799373627924,0.0,0,1.4586206896551723
0.2682578206036877,0.0,0,1.574712643678161
0.7329503455592775,0.0,0,2.032183908045977
0.7519815355361117,71.30574712643678,0,1.5655172413793104
0.9399131812452601,66.17931034482758,0,1.4482758620689655
0.7724856901532332,59.21609195402299,0,1.3620689655172415
0.6798999760787077,54.841379310344834,0,1.3356321839080458
0.7382165046198602,49.64137931034483,0,1.3344827586206898
0.9102661510544581,46.44367816091954,0,1.4022988505747127
0.8304319857457655,43.241379310344826,0,1.3563218390804597
0.7773669767214286,43.04252873563219,0,1.354022988505747
0.8495857507936451,0.0,0,1.5436781609195402
0.6754510088348271,0.0,0,1.5149425287356322
0.47176561891079316,0.0,0,1.513793103448276
0.866154976078867,0.0,0,1.7091954022988507
0.711361662094524,0.0,0,1.7195402298850575
0.5376427399169323,0.0,0,1.5804597701149425
0.5217586221025833,0.0,0,1.5126436781609196
0.2567385450417147,0.0,0,1.6528735632183909
0.15858831364095635,0.0,0,1.6862068965517243
0.14920726051336,0.0,0,1.524137931034483
0.14360849115350302,0.0,0,1.471264367816092
0.13997357177826597,0.0,0,1.4344827586206896
0.14207404257354123,0.0,0,1.4448275862068964
0.18836603984204325,0.0,0,1.471264367816092
0.22583674703742437,0.0,0,1.603448275862069
0.7801199212947074,0.0,0,2.0735632183908046
